probe_id,blast_best_hit,pident,length,mismatch,gapopen,qstart,qend,sstart,send,evalue,bitscore,,,
SGN-U218704,Solyc10g009340.1.1,100,70,0,0,1,70,126,57,1.00E-30,130,Calmodulin,"IPR011992, EF-Hand type","GO:0005509,GO:0031683"
SGN-U218706,Solyc12g088420.1.1,100,70,0,0,1,70,533,602,1.00E-30,130,Mpv17 protein,"IPR007248, Mpv17/PMP22",GO:0016021
SGN-U218707,Solyc01g108660.2.1,100,70,0,0,1,70,1138,1069,1.00E-30,130,N-acetyl-gamma-glutamyl-phosphate reductase,"IPR000706, N-acetyl-gamma-glutamyl-phosphate reductase","GO:0005737,GO:0006526,GO:0008152,GO:0008800,GO:0009055"
SGN-U218708,Solyc02g078820.2.1,100,70,0,0,1,70,1105,1174,1.00E-30,130,Lysine ketoglutarate reductase trans-splicing related 1,"IPR007877, Protein of unknown function DUF707",
SGN-U218711,Solyc12g019740.1.1,100,70,0,0,1,70,649,718,1.00E-30,130,Thioredoxin family protein,"IPR015467, Thioredoxin, core","GO:0016671,GO:0045454"
SGN-U218712,Solyc06g084000.2.1,100,70,0,0,1,70,565,634,1.00E-30,130,Heterogeneous nuclear ribonucleoprotein K,"IPR018111, K Homology, type 1, subgroup",GO:0003723
SGN-U218713,Solyc09g008410.2.1,100,70,0,0,1,70,763,832,1.00E-30,130,Peptidyl-prolyl cis-trans isomerase,"IPR002130, Peptidyl-prolyl cis-trans isomerase, cyclophilin-type","GO:0006457,GO:0051082"
SGN-U218714,Solyc01g009250.2.1,100,70,0,0,1,70,565,634,1.00E-30,130,Unknown Protein,,
SGN-U218715,Solyc06g069760.2.1,100,70,0,0,1,70,1855,1924,1.00E-30,130,Dof zinc finger protein,"IPR003851, Zinc finger, Dof-type","GO:0003700,GO:0005515,GO:0045449"
SGN-U218716,Solyc06g065240.2.1,100,70,0,0,1,70,960,1029,1.00E-30,130,"Alpha-1 4-fucosyltransferase-fucosyltransferase, plant",,"GO:0016020,GO:0016757"
SGN-U218718,Solyc09g075950.1.1,100,70,0,0,1,70,1382,1451,1.00E-30,130,Heat shock protein 1,"IPR013126, Heat shock protein 70","GO:0005524,GO:0042623"
SGN-U218721,Solyc01g067890.2.1,100,70,0,0,1,70,2334,2403,1.00E-30,130,1-deoxy-D-xylulose 5-phosphate synthase 1,"IPR005474, Transketolase, N-terminal IPR005474, Transketolase, central region IPR005474, Deoxyxylulose-5-phosphate synthase","GO:0008152,GO:0016114"
SGN-U218723,Solyc03g120750.2.1,100,70,0,0,1,70,204,273,1.00E-30,130,Ras-related protein Rab-7,"IPR003579, Ras small GTPase, Rab type","GO:0003924,GO:0005525,GO:0005622,GO:0007165,GO:0007264,GO:0015031"
SGN-U218724,Solyc07g040990.2.1,100,70,0,0,1,70,78,147,1.00E-30,130,Protein phosphatase 2C,"IPR015655, Protein phosphatase 2C","GO:0003824,GO:0005515,GO:0008287"
SGN-U218725,Solyc07g040990.2.1,100,70,0,0,1,70,964,1033,1.00E-30,130,Protein phosphatase 2C,"IPR015655, Protein phosphatase 2C","GO:0003824,GO:0005515,GO:0008287"
SGN-U218727,Solyc09g011880.2.1,100,70,0,0,1,70,551,620,1.00E-30,130,LOC556397 protein (Fragment),,
SGN-U218729,Solyc01g079980.2.1,100,70,0,0,1,70,152,221,1.00E-30,130,Xylanase inhibitor (Fragment),"IPR001461, Peptidase A1",GO:0006508
SGN-U218731,Solyc06g036330.1.1,100,70,0,0,1,70,575,644,1.00E-30,130,Ornithine cyclodeaminase protein,"IPR003462, Ornithine cyclodeaminase/mu-crystallin","GO:0008152,GO:0070324"
SGN-U218732,Solyc01g100140.2.1,100,70,0,0,1,70,2394,2463,1.00E-30,130,Protein DEHYDRATION-INDUCED 19 homolog 3,"IPR008598, Drought induced 19",GO:0005515
SGN-U218738,Solyc04g081290.2.1,100,70,0,0,1,70,422,491,1.00E-30,130,Lysine decarboxylase-like protein,"IPR005269, Conserved hypothetical protein CHP00730","GO:0016831,GO:0042803"
SGN-U218739,Solyc02g068450.2.1,100,70,0,0,1,70,272,341,1.00E-30,130,Vacuolar ATPase F subunit,"IPR005772, ATPase, V1 complex, subunit F, eukaryotic","GO:0033178,GO:0033180,GO:0046961"
SGN-U218740,Solyc04g045340.2.1,100,70,0,0,1,70,1352,1283,1.00E-30,130,Phosphoglucomutase,"IPR016055, Alpha-D-phosphohexomutase, alpha/beta/alpha I, II and III","GO:0000287,GO:0004614,GO:0005975"
SGN-U218742,Solyc10g086240.1.1,100,70,0,0,1,70,782,851,1.00E-30,130,Glucosyltransferase,"IPR002213, UDP-glucuronosyl/UDP-glucosyltransferase",GO:0008152
SGN-U218743,Solyc09g011450.2.1,100,70,0,0,1,70,941,1010,1.00E-30,130,cDNA clone J075093E01 full insert sequence,"IPR013886, PI31 proteasome regulator",
SGN-U218746,Solyc10g085910.1.1,100,70,0,0,1,70,744,813,1.00E-30,130,Heavy metal-associated domain containing protein expressed,"IPR006121, Heavy metal transport/detoxification protein",GO:0030001
SGN-U218747,Solyc09g074640.2.1,100,70,0,0,1,70,1414,1483,1.00E-30,130,Zinc finger CCCH domain-containing protein 32,"IPR000571, Zinc finger, CCCH-type",GO:0008270
SGN-U218749,Solyc10g045550.1.1,100,70,0,0,1,70,385,454,1.00E-30,130,Ras-related protein Rab-25,"IPR015595, Rab11-related","GO:0003924,GO:0005525,GO:0005622,GO:0007165,GO:0007264,GO:0015031"
SGN-U218750,Solyc10g083360.1.1,100,70,0,0,1,70,1231,1300,1.00E-30,130,Calmodulin binding protein,,
SGN-U218752,Solyc05g056580.2.1,100,70,0,0,1,70,1942,2011,1.00E-30,130,Dehydration-responsive family protein,"IPR004159, Protein of unknown function DUF248, methyltransferase putative",
SGN-U218754,Solyc05g012130.2.1,100,70,0,0,1,70,2122,2053,1.00E-30,130,Serine/threonine kinase 25,"IPR002290, Serine/threonine protein kinase",GO:0006468
SGN-U218755,Solyc05g012130.2.1,95.83,72,0,3,1,70,1958,2028,1.00E-25,113,Serine/threonine kinase 25,"IPR002290, Serine/threonine protein kinase",GO:0006468
SGN-U218756,Solyc06g069040.2.1,100,70,0,0,1,70,4266,4335,1.00E-30,130,Glutathione S-transferase,"IPR004046, Glutathione S-transferase, C-terminal",GO:0004364
SGN-U218758,Solyc05g007100.2.1,100,70,0,0,1,70,547,616,1.00E-30,130,DNA-binding protein p24,"IPR013742, Plant transcription factor","GO:0006355,GO:0042162"
SGN-U218759,Solyc04g079050.1.1,100,70,0,0,1,70,253,322,1.00E-30,130,UDP-glucosyltransferase,"IPR002213, UDP-glucuronosyl/UDP-glucosyltransferase","GO:0008152,GO:0008194"
SGN-U218762,Solyc10g085820.1.1,100,70,0,0,1,70,504,573,1.00E-30,130,DnaJ-like subfamily C member 28 conserved domain protein,"IPR018961, DnaJ homologue, subfamily C, member 28",
SGN-U218763,Solyc03g120500.2.1,100,70,0,0,1,70,918,987,1.00E-30,130,Auxin responsive protein,"IPR003311, AUX/IAA protein","GO:0003700,GO:0005515,GO:0005634,GO:0046983"
SGN-U218765,Solyc03g097050.2.1,100,70,0,0,1,70,2670,2601,1.00E-30,130,Cellulose synthase-like protein,"IPR005150, Cellulose synthase","GO:0016020,GO:0016759"
SGN-U218766,Solyc02g092990.1.1,100,70,0,0,1,70,449,518,1.00E-30,130,SCF E3 ubiquitin ligase complex F-box protein grrA,"IPR001810, Cyclin-like F-box",GO:0004842
SGN-U218767,Solyc01g056720.2.1,98.57,70,1,0,1,70,163,232,5.00E-29,124,Aquaporin SIP12,"IPR000425, Major intrinsic protein","GO:0015250,GO:0016020"
SGN-U218768,Solyc08g066870.2.1,100,70,0,0,1,70,1169,1238,1.00E-30,130,Serine/threonine kinase,"IPR002290, Serine/threonine protein kinase","GO:0004674,GO:0006468"
SGN-U218769,Solyc08g077830.1.1,100,70,0,0,1,70,802,871,1.00E-30,130,Deoxyhypusine hydroxylase,"IPR011989, Armadillo-like helical","GO:0005488,GO:0005515,GO:0019135"
SGN-U218770,Solyc03g118800.2.1,100,70,0,0,1,70,556,625,1.00E-30,130,Polyadenylate-binding protein,"IPR012677, Nucleotide-binding, alpha-beta plait","GO:0000166,GO:0003676,GO:0017091"
SGN-U218772,Solyc03g005080.2.1,100,70,0,0,1,70,916,847,1.00E-30,130,Protoporphyrinogen IX oxidase,"IPR004572, Protoporphyrinogen oxidase",GO:0055114
SGN-U218774,Solyc04g078920.2.1,100,70,0,0,1,70,405,474,1.00E-30,130,Peroxisomal multifunctional enzyme type 2,"IPR016083, Sterol-binding-like","GO:0005515,GO:0008152,GO:0032934"
SGN-U218775,Solyc11g006070.1.1,100,70,0,0,1,70,295,364,1.00E-30,130,Peptidyl-prolyl cis-trans isomerase,"IPR002130, Peptidyl-prolyl cis-trans isomerase, cyclophilin-type",GO:0006457
SGN-U218776,Solyc09g075200.2.1,100,70,0,0,1,70,526,595,1.00E-30,130,U1 small nuclear ribonucleoprotein A,"IPR012677, Nucleotide-binding, alpha-beta plait","GO:0000166,GO:0003676,GO:0005515"
SGN-U218777,Solyc05g056030.2.1,100,70,0,0,1,70,678,747,1.00E-30,130,Patatin-like protein 3,"IPR002641, Patatin","GO:0006629,GO:0008152,GO:0045735"
SGN-U218778,Solyc09g090730.1.1,100,70,0,0,1,70,507,576,1.00E-30,130,Ammonium transporter,"IPR001905, Ammonium transporter","GO:0015398,GO:0016020"
SGN-U218780,Solyc08g065870.2.1,100,70,0,0,1,70,1517,1586,1.00E-30,130,Early flowering 3,,"GO:0003700,GO:0008022"
SGN-U218782,Solyc11g012290.1.1,100,70,0,0,1,70,696,765,1.00E-30,130,SWIB/MDM2 domain containing protein,"IPR019835, SWIB domain",
SGN-U218784,Solyc12g099430.1.1,100,70,0,0,1,70,552,621,1.00E-30,130,Epoxide hydrolase 1,"IPR000639, Epoxide hydrolase-like",GO:0003824
SGN-U218785,Solyc10g018870.1.1,100,65,0,0,6,70,112,176,7.00E-28,121,Melanoma-associated antigen G1,"IPR002190, MAGE protein",
SGN-U218789,Solyc10g007040.2.1,100,70,0,0,1,70,186,117,1.00E-30,130,"Beta-1,3-galactosyl-O-glycosyl-glycoprotein beta-1,6-N-acetylglucosaminyltransferase","IPR003406, Glycosyl transferase, family 14","GO:0016020,GO:0016757"
SGN-U218790,Solyc03g083300.2.1,100,70,0,0,1,70,365,434,1.00E-30,130,Mediator of RNA polymerase II transcription subunit 22,"IPR009332, Mediator complex, subunit Med22","GO:0005515,GO:0016592"
SGN-U218791,Solyc09g059430.2.1,100,70,0,0,1,70,419,488,1.00E-30,130,RPM1 interacting protein 4 transcript 2,"IPR008700, Defence response, Rin4",GO:0005515
SGN-U218793,Solyc06g063330.2.1,100,70,0,0,1,70,61,130,1.00E-30,130,V-type ATP synthase alpha chain,"IPR005725, ATPase, V1 complex, subunit A","GO:0005524,GO:0016469,GO:0033178,GO:0033180,GO:0046961"
SGN-U218795,Solyc03g079920.2.1,100,70,0,0,1,70,2633,2564,1.00E-30,130,WD-repeat protein,"IPR017986, WD40 repeat, region",
SGN-U218796,Solyc05g051060.2.1,100,70,0,0,1,70,613,544,1.00E-30,130,Myb family transcription factor-like,"IPR006447, Myb-like DNA-binding region, SHAQKYF class","GO:0003700,GO:0045449"
SGN-U218797,Solyc05g051060.2.1,100,70,0,0,1,70,799,868,1.00E-30,130,Myb family transcription factor-like,"IPR006447, Myb-like DNA-binding region, SHAQKYF class","GO:0003700,GO:0045449"
SGN-U218799,Solyc09g074080.1.1,100,70,0,0,1,70,20,89,1.00E-30,130,Glycosyltransferase family GT8 protein,"IPR002495, Glycosyl transferase, family 8","GO:0016757,GO:0016758"
SGN-U218803,Solyc02g091240.1.1,100,70,0,0,1,70,1044,1113,1.00E-30,130,Auxin efflux carrier protein-like,"IPR004776, Auxin efflux carrier","GO:0009672,GO:0016021"
SGN-U218804,Solyc02g071130.2.1,100,70,0,0,1,70,787,856,1.00E-30,130,WRKY transcription factor 29,"IPR003657, DNA-binding WRKY",GO:0045449
SGN-U218808,Solyc04g079420.2.1,100,70,0,0,1,70,2258,2189,1.00E-30,130,"Nbs-lrr, resistance protein",,"GO:0005515,GO:0006915,GO:0006952,GO:0016301"
SGN-U218809,Solyc04g079420.2.1,100,70,0,0,1,70,2058,2127,1.00E-30,130,"Nbs-lrr, resistance protein",,"GO:0005515,GO:0006915,GO:0006952,GO:0016301"
SGN-U218810,Solyc02g088770.2.1,100,70,0,0,1,70,699,768,1.00E-30,130,Mitochondrial carrier protein expressed,"IPR001993, Mitochondrial substrate carrier",GO:0016020
SGN-U218811,Solyc01g108130.2.1,100,70,0,0,1,70,539,608,1.00E-30,130,B3 domain-containing protein At3g19184,"IPR003340, Transcriptional factor B3",GO:0006355
SGN-U218812,Solyc12g099390.1.1,100,70,0,0,1,70,62,131,1.00E-30,130,Protein DEHYDRATION-INDUCED 19 homolog 4,"IPR008598, Drought induced 19",
SGN-U218814,Solyc02g078030.1.1,100,70,0,0,1,70,326,395,1.00E-30,130,DNA-binding WRKY VQ,"IPR008889, VQ",
SGN-U218815,Solyc08g029110.2.1,100,70,0,0,1,70,575,644,1.00E-30,130,"DUF52 domain-containing protein, related",,GO:0005515
SGN-U218816,Solyc07g049200.2.1,100,70,0,0,1,70,418,487,1.00E-30,130,Unknown Protein,,
SGN-U218825,Solyc01g108620.2.1,100,70,0,0,1,70,1654,1723,1.00E-30,130,Os11g0614900 protein (Fragment),"IPR008547, Protein of unknown function DUF829, transmembrane 53",
SGN-U218827,Solyc07g064090.2.1,100,70,0,0,1,70,1384,1315,1.00E-30,130,Fertilization-independent endosperm protein,"IPR020472, G-protein beta WD-40 repeat, region",GO:0042802
SGN-U218828,Solyc02g082130.1.1,100,70,0,0,1,70,762,831,1.00E-30,130,Unknown Protein,"IPR007019, Surfeit locus 6",
SGN-U218829,Solyc06g073270.2.1,100,70,0,0,1,70,309,378,1.00E-30,130,Golgi apparatus membrane protein tvp23,"IPR008564, Protein of unknown function DUF846, eukaryotic","GO:0005515,GO:0016021"
SGN-U218834,Solyc06g060790.1.1,100,70,0,0,1,70,340,409,1.00E-30,130,3-isopropylmalate dehydratase small subunit,"IPR011827, 3-isopropylmalate dehydratase, small subunit, subgroup","GO:0008152,GO:0009316,GO:0016836"
SGN-U218835,Solyc11g006190.1.1,100,70,0,0,1,70,918,987,1.00E-30,130,AT-hook motif nuclear localized protein 14,"IPR005175, Protein of unknown function DUF296",GO:0003677
SGN-U218836,Solyc02g084660.2.1,100,70,0,0,1,70,624,693,1.00E-30,130,Glutaredoxin I,"IPR011899, Glutaredoxin, eukaryotic and viruses",GO:0045454
SGN-U218838,Solyc01g081150.2.1,100,70,0,0,1,70,478,547,1.00E-30,130,DNA-directed RNA polymerases I II and III subunit RPABC3,"IPR005570, RNA polymerase, Rpb8","GO:0003899,GO:0005515,GO:0006350"
SGN-U218839,Solyc04g080810.2.1,100,70,0,0,1,70,893,962,1.00E-30,130,Ubiquitin-conjugating enzyme E2 W,"IPR000608, Ubiquitin-conjugating enzyme, E2","GO:0004842,GO:0043687"
SGN-U218840,Solyc05g056490.2.1,100,70,0,0,1,70,1121,1190,1.00E-30,130,"3&apos(2&apos) 5&apos-bisphosphate nucleotidase,5 -bisphosphate nucleotidase HAL2",,"GO:0004437,GO:0006790,GO:0008441"
SGN-U218844,Solyc01g091690.2.1,100,70,0,0,1,70,1890,1959,1.00E-30,130,Dehydration-responsive family protein,"IPR004159, Protein of unknown function DUF248, methyltransferase putative",
SGN-U218845,Solyc01g087890.2.1,100,70,0,0,1,70,1407,1476,1.00E-30,130,Choline transporter-like protein 5-A (Fragment),"IPR007603, Protein of unknown function DUF580",
SGN-U218846,Solyc10g009280.2.1,100,70,0,0,1,70,872,941,1.00E-30,130,Calcium-responsive transcription coactivator,"IPR007726, SSXT",GO:0003713
SGN-U218848,Solyc07g065480.2.1,100,70,0,0,1,70,193,262,1.00E-30,130,Unknown Protein,,
SGN-U218849,Solyc04g082960.1.1,100,70,0,0,1,70,253,322,1.00E-30,130,TMV response-related protein,,
SGN-U218851,Solyc04g005160.1.1,94.23,52,3,0,17,68,1354,1303,1.00E-15,80.5,6-phosphogluconate dehydrogenase decarboxylating,"IPR006113, 6-phosphogluconate dehydrogenase, decarboxylating","GO:0004616,GO:0008152,GO:0016491,GO:0042802,GO:0050662,GO:0055114"
SGN-U218852,Solyc12g099890.1.1,100,70,0,0,1,70,2220,2289,1.00E-30,130,SDA1 family protein,"IPR007949, SDA1",
SGN-U218856,Solyc08g080240.2.1,100,70,0,0,1,70,190,259,1.00E-30,130,NADH ubiquinone dehydrogenase,"IPR010625, CHCH",GO:0008137
SGN-U218858,Solyc01g067100.2.1,100,70,0,0,1,70,1309,1378,1.00E-30,130,Cullin 1-like protein C,"IPR001373, Cullin, N-terminal","GO:0030332,GO:0031461"
SGN-U218859,Solyc01g112290.2.1,100,70,0,0,1,70,1653,1722,1.00E-30,130,Glutamyl-tRNA synthetase,"IPR004527, Glutamyl-tRNA synthetase, class Ic, bacterial/mitochondrial","GO:0005515,GO:0005737"
SGN-U218860,Solyc06g062920.2.1,100,70,0,0,1,70,1015,1084,1.00E-30,130,ATP binding / serine-threonine kinase,"IPR001245, Tyrosine protein kinase","GO:0004674,GO:0005515,GO:0006468"
SGN-U218863,Solyc02g083760.2.1,100,70,0,0,1,70,47,116,1.00E-30,130,Thaumatin-like protein,"IPR001938, Thaumatin, pathogenesis-related",GO:0005515
SGN-U218864,Solyc04g012160.2.1,100,70,0,0,1,70,869,938,1.00E-30,130,Serine-threonine protein kinase,"IPR002290, Serine/threonine protein kinase","GO:0006468,GO:0006970"
SGN-U218867,Solyc07g063550.2.1,100,70,0,0,1,70,1158,1227,1.00E-30,130,"Arf-GAP with GTPase, ANK repeat and PH domain-containing protein 1","IPR001164, Arf GTPase activating protein","GO:0003677,GO:0032312"
SGN-U218868,Solyc09g065540.2.1,100,70,0,0,1,70,1734,1803,1.00E-30,130,Methylcrotonoyl-CoA carboxylase alpha chain,"IPR013816, ATP-grasp fold, subdomain 2","GO:0004485,GO:0005524,GO:0008152,GO:0009374,GO:0016874"
SGN-U218869,Solyc04g040130.1.1,100,70,0,0,1,70,688,757,1.00E-30,130,Omega-6 fatty acid desaturase,"IPR005804, Fatty acid desaturase, type 1","GO:0042389,GO:0055114"
SGN-U218870,Solyc03g121400.1.1,100,70,0,0,1,70,449,518,1.00E-30,130,Dof zinc finger protein 4,"IPR003851, Zinc finger, Dof-type",GO:0045449
SGN-U218874,Solyc12g008710.1.1,100,70,0,0,1,70,2593,2662,1.00E-30,130,Peptidase M16 family protein,"IPR011237, Peptidase M16, core","GO:0006508,GO:0046872"
SGN-U218878,Solyc03g083440.2.1,100,70,0,0,1,70,6650,6581,1.00E-30,130,Glutamate synthase,"IPR012220, Glutamate synthase, eukaryotic IPR012220, Glutamate synthase, NADH/NADPH, small subunit 1","GO:0005515,GO:0006537,GO:0008152,GO:0016040,GO:0051536,GO:0055114"
SGN-U218879,Solyc10g012430.2.1,100,70,0,0,1,70,1855,1924,1.00E-30,130,Signal peptide peptidase,"IPR007369, Peptidase A22B, signal peptide peptidase","GO:0008233,GO:0016021"
SGN-U218880,Solyc03g033650.2.1,100,70,0,0,1,70,822,891,1.00E-30,130,Unknown Protein,,
SGN-U218881,Solyc11g013810.1.1,100,70,0,0,1,70,2055,2124,1.00E-30,130,Nitrate reductase,"IPR012137, Nitrate reductase NADH dependant","GO:0009055,GO:0020037,GO:0055114"
SGN-U218884,Solyc07g008150.2.1,100,70,0,0,1,70,764,833,1.00E-30,130,Glucan endo-1 3-beta-glucosidase 7,"IPR000490, Glycoside hydrolase, family 17",GO:0005975
SGN-U218886,Solyc07g006640.2.1,100,70,0,0,1,70,521,590,1.00E-30,130,ADP-ribosylation factor 3,"IPR006688, ADP-ribosylation factor","GO:0005525,GO:0005622"
SGN-U218887,Solyc01g103510.2.1,100,70,0,0,1,70,1144,1213,1.00E-30,130,Ribosomal protein L3-like,"IPR000597, Ribosomal protein L3","GO:0003735,GO:0005515,GO:0005840"
SGN-U218888,Solyc06g060570.2.1,100,70,0,0,1,70,323,392,1.00E-30,130,Ovarian cancer-associated gene 2 protein homolog,"IPR005645, Protein of unknown function DUF341",
SGN-U218890,Solyc04g076230.2.1,100,70,0,0,1,70,758,827,1.00E-30,130,AP-2 complex subunit mu,"IPR001392, Clathrin adaptor, mu subunit","GO:0006810,GO:0008565,GO:0030131,GO:0030276"
SGN-U218891,Solyc09g064390.2.1,98.57,70,1,0,1,70,706,775,5.00E-29,124,Tetratricopeptide repeat protein 4,"IPR011990, Tetratricopeptide-like helical","GO:0005048,GO:0005488"
SGN-U218892,Solyc04g071350.2.1,100,70,0,0,1,70,2744,2813,1.00E-30,130,Exocyst complex component 2,,
SGN-U218893,Solyc01g109590.2.1,100,70,0,0,1,70,1692,1761,1.00E-30,130,Receptor-like protein kinase,"IPR002290, Serine/threonine protein kinase",GO:0006468
SGN-U218895,Solyc01g080860.2.1,100,70,0,0,1,70,1063,1132,1.00E-30,130,Protoheme IX farnesyltransferase,"IPR006369, Protohaem IX farnesyltransferase",GO:0016021
SGN-U218896,Solyc03g115850.2.1,100,70,0,0,1,70,874,943,1.00E-30,130,NAC domain protein,"IPR003441, protein","GO:0003700,GO:0045449"
SGN-U218897,Solyc03g097030.2.1,97.14,70,2,0,1,70,760,691,2.00E-27,119,4-coumarate CoA ligase,"IPR000873, AMP-dependent synthetase and ligase","GO:0008152,GO:0016207"
SGN-U218904,Solyc02g070940.1.1,96,50,2,0,1,50,245,294,2.00E-16,82.4,Chlorophyll a/b binding protein,"IPR001344, Chlorophyll A-B binding protein","GO:0016020,GO:0016168"
SGN-U218905,Solyc02g071010.1.1,100,50,0,0,1,50,80,31,9.00E-20,93.5,Chlorophyll a/b binding protein,"IPR001344, Chlorophyll A-B binding protein","GO:0016020,GO:0016168"
SGN-U218907,Solyc02g070970.1.1,100,50,0,0,1,50,618,569,9.00E-20,93.5,Chlorophyll a/b binding protein,"IPR001344, Chlorophyll A-B binding protein","GO:0005515,GO:0016020,GO:0016168"
SGN-U218909,Solyc03g007220.2.1,100,63,0,0,8,70,57,119,9.00E-27,117,Membrane receptor-like protein 1,,
SGN-U218910,Solyc03g007210.2.1,100,70,0,0,1,70,1382,1451,1.00E-30,130,Receptor serine/threonine kinase,"IPR002290, Serine/threonine protein kinase","GO:0004675,GO:0006468"
SGN-U218911,Solyc08g067330.1.1,100,70,0,0,1,70,204,273,1.00E-30,130,Chlorophyll a-b binding protein 3C-like,"IPR001344, Chlorophyll A-B binding protein",GO:0016020
SGN-U218912,Solyc03g005790.2.1,97.96,49,1,0,1,49,232,280,1.00E-17,86.1,Chlorophyll a/b-binding protein,"IPR001344, Chlorophyll A-B binding protein",GO:0016020
SGN-U218913,Solyc02g070990.1.1,100,50,0,0,1,50,775,726,9.00E-20,93.5,Chlorophyll a/b binding protein,"IPR001344, Chlorophyll A-B binding protein","GO:0005515,GO:0016020,GO:0016168"
SGN-U218915,Solyc02g071000.1.1,100,50,0,0,1,50,418,369,9.00E-20,93.5,Chlorophyll a/b binding protein,"IPR001344, Chlorophyll A-B binding protein","GO:0005515,GO:0016020,GO:0016168"
SGN-U218916,Solyc02g062500.2.1,100,70,0,0,1,70,833,764,1.00E-30,130,2-oxoglutarate-dependent dioxygenase,"IPR005123, Oxoglutarate and iron-dependent oxygenase","GO:0010302,GO:0016491"
SGN-U218918,Solyc02g062460.2.1,100,50,0,0,1,50,905,954,9.00E-20,93.5,2-oxoglutarate-dependent dioxygenase,"IPR005123, Oxoglutarate and iron-dependent oxygenase","GO:0010302,GO:0016491"
SGN-U218919,Solyc01g006580.2.1,100,70,0,0,1,70,915,984,1.00E-30,130,2-oxoglutarate-dependent dioxygenase,"IPR005123, Oxoglutarate and iron-dependent oxygenase","GO:0010302,GO:0016491"
SGN-U218922,Solyc02g070950.1.1,100,50,0,0,1,50,367,416,9.00E-20,93.5,Chlorophyll a/b binding protein,"IPR001344, Chlorophyll A-B binding protein","GO:0005515,GO:0016020,GO:0016168"
SGN-U218923,Solyc02g091960.2.1,100,70,0,0,1,70,1750,1819,1.00E-30,130,Nuclear matrix constituent protein 2,,
SGN-U218924,Solyc04g077510.2.1,100,70,0,0,1,70,1283,1214,1.00E-30,130,Growth regulating factor 1 (Fragment),"IPR014977, WRC","GO:0005515,GO:0005634,GO:0016563"
SGN-U218930,Solyc09g007190.2.1,100,70,0,0,1,70,528,597,1.00E-30,130,C1orf93 homolog,"IPR012335, Thioredoxin fold",
SGN-U218932,Solyc06g083910.2.1,100,70,0,0,1,70,445,514,1.00E-30,130,Flavonol synthase,"IPR005123, Oxoglutarate and iron-dependent oxygenase","GO:0016491,GO:0045431"
SGN-U218934,Solyc06g082150.2.1,100,70,0,0,1,70,1866,1935,1.00E-30,130,6-phosphofructo-2-kinase/fructose-2 6-biphosphatase 4,"IPR016260, Bifunctional 6-phosphofructo-2-kinase/fructose-2, 6-bisphosphate 2-phosphatase","GO:0005975,GO:0006000,GO:0006003,GO:0008152,GO:0030246"
SGN-U218935,Solyc11g066100.1.1,100,70,0,0,1,70,1838,1907,1.00E-30,130,heat shock protein,"IPR013126, Heat shock protein 70",GO:0005524
SGN-U218938,Solyc02g068370.2.1,100,70,0,0,1,70,999,1068,1.00E-30,130,Receptor-like kinase,"IPR002290, Serine/threonine protein kinase","GO:0005488,GO:0006468"
SGN-U218939,Solyc11g066320.1.1,100,70,0,0,1,70,1278,1209,1.00E-30,130,Exostosin-like glycosyltransferase,"IPR004263, Exostosin-like",GO:0016020
SGN-U218940,Solyc06g053660.2.1,100,70,0,0,1,70,645,714,1.00E-30,130,Nicotiana lesion-inducing like,"IPR008637, HR-like lesion-inducer",
SGN-U218943,Solyc08g067880.2.1,100,70,0,0,1,70,1102,1171,1.00E-30,130,M355,,
SGN-U218949,Solyc04g056270.2.1,100,70,0,0,1,70,2384,2315,1.00E-30,130,Calmodulin-binding transcription activator 3,"IPR005559, CG-1","GO:0005634,GO:0016563"
SGN-U218950,Solyc09g072590.2.1,100,70,0,0,1,70,157,226,1.00E-30,130,Actin-depolymerizing factor 6,"IPR002108, Actin-binding, cofilin/tropomyosin type","GO:0005622,GO:0051015"
SGN-U218951,Solyc09g072590.2.1,100,70,0,0,1,70,497,428,1.00E-30,130,Actin-depolymerizing factor 6,"IPR002108, Actin-binding, cofilin/tropomyosin type","GO:0005622,GO:0051015"
SGN-U218952,Solyc04g082300.2.1,100,70,0,0,1,70,951,1020,1.00E-30,130,Histone-binding protein RBBP7,"IPR017986, WD40 repeat, region","GO:0000166,GO:0005515"
SGN-U218953,Solyc02g089000.2.1,100,70,0,0,1,70,345,414,1.00E-30,130,Unknown Protein,,
SGN-U218954,Solyc06g084350.2.1,100,70,0,0,1,70,566,635,1.00E-30,130,U6 snRNA-associated Sm-like protein LSm2,"IPR016654, U6 snRNA-associated Sm-like protein LSm2",GO:0019901
SGN-U218956,Solyc04g072060.2.1,100,70,0,0,1,70,673,742,1.00E-30,130,Ras-related protein Rab-7a,"IPR003579, Ras small GTPase, Rab type","GO:0005525,GO:0005622,GO:0007165,GO:0007264,GO:0015031"
SGN-U218957,Solyc09g090900.2.1,100,70,0,0,1,70,946,1015,1.00E-30,130,3-isopropylmalate dehydratase large subunit 2,"IPR006251, Homoaconitase/3-isopropylmalate dehydratase, large subunit, subgroup","GO:0003861,GO:0008152,GO:0008652,GO:0050486"
SGN-U218959,Solyc03g121930.2.1,100,70,0,0,1,70,968,899,1.00E-30,130,PHD finger family protein,"IPR019787, Zinc finger, PHD-finger","GO:0003677,GO:0008270,GO:0035064"
